woord	lengte	rang	omschrijving	bron
STAKER	6	27961	Iemand die niet werkt	wiktionary
VALPIJP	6	27962	Verticaal	wiktionary
AARDRIJK	7	27963	Mensdom	wiktionary
AXOLOTL	7	27964	Uit Mexico	wiktionary
BELADER	7	27965	Iemand die een vracht	wiktionary
BINDERIJ	7	27966	Bedrijf	wiktionary
CASTRUM	7	27967	Vesting	wiktionary
COULOIR	7	27968	Lange smalle gang	wiktionary
EENSPAN	7	27969	Rijtuig getrokken	wiktionary
GASVLAM	7	27970	Brandend gas	wiktionary
GEZWAAI	7	27971	Telkens	wiktionary
KEELZAK	7	27972	Uitrekbaar deel	wiktionary
MEZOEZA	7	27973	Kokertje aan deurpost	wiktionary
PERSERIJ	7	27974	Bedrijf	wiktionary
SKITEAM	7	27975	Groep sporters	wiktionary
SOUNDER	7	27976	Apparaat	wiktionary
VALDEUR	7	27977	Deur van een kooi	wiktionary
VEEDIEF	7	27978	Iemand die vee steelt	wiktionary
AFKOLVEN	8	27979	Aftappen	wiktionary
AFRENNEN	8	27980	Rennend naderen	wiktionary
AFWERING	8	27981	Verdediging	wiktionary
BEVOELEN	8	27982	Door tasten onderzoeken	wiktionary
BLUSWERK	8	27983	Doven van een brand	wiktionary
DELFSTOF	8	27984	Waardevolle grondstof	wiktionary
EINDLIJST	8	27985	Lijst met de cijfers	wiktionary
EUROFIEL	8	27986	Aanhanger	wiktionary
GEHINNIK	8	27987	Aanhouden hinniken	wiktionary
GEVEDERD	8	27988	Met veren bedekt	wiktionary
GEWINNEN	8	27989	Verkrijgen	wiktionary
GIFGROEN	8	27990	Felle groene kleur	wiktionary
KOLENKIT	8	27991	Ijzeren bak	wiktionary
LEERDOEL	8	27992	Doelstelling	wiktionary
LIJKKOETS	8	27993	Koets toegerust	wiktionary
MONOKINI	8	27994	Bikini	wiktionary
OMZOMING	8	27995	Rand van een weg	wiktionary
SLIPTONG	8	27996	Feitelijk te kleine tong	wiktionary
THEEBLAD	8	27997	Dienblad	wiktionary
TRAPVELD	8	27998	Klein voetbalveld	wiktionary
UURWIJZER	8	27999	Wijzer	wiktionary
VERVAARD	8	28000	Bevreesd	wiktionary
WANGSLIJM	8	28001	Slijm aan de binnenkant	wiktionary
WEGMAKEN	8	28002	Expres er voor zorgen	wiktionary
WOLFSDAK	8	28003	Zadeldak	wiktionary
ZEEVOGEL	8	28004	Vogel die vooral	wiktionary
ZOEMTOON	8	28005	Geluid	wiktionary
ZWAMVLOK	8	28006	Netwerk	wiktionary
AFSCHUREN	9	28007	Door schuren gladmaken	wiktionary
AFVOERPUT	9	28008	Put voor het lozen	wiktionary
AVONDBLAD	9	28009	Krant	wiktionary
BEDUVELEN	9	28010	Bedriegen	wiktionary
BUSLADING	9	28011	Groep mensen die samen	wiktionary
EXISTEREN	9	28012	Bestaan	wiktionary
GASTRIJDER	9	28013	Chauffeur	wiktionary
GEKWEBBEL	9	28014	Aanhoudend druk kletsen	wiktionary
GESTOELTE	9	28015	Zetel	wiktionary
GETRAPPEL	9	28016	Ongeduldig	wiktionary
GLOBULINE	9	28017	Bolvormig eiwit	wiktionary
INBRANDEN	9	28018	Beschadigd raken	wiktionary
KAASSTOLP	9	28019	Klokvormig glas	wiktionary
KERNPROEF	9	28020	Experiment	wiktionary
KOPIJRECHT	9	28021	Copyright	wiktionary
LEPELBLAD	9	28022	Holle deel	wiktionary
LIEFDERIJK	9	28023	Met heel veel zorg	wiktionary
LONGDRINK	9	28024	Mixdrank	wiktionary
MEDIAGEIL	9	28025	Belust op aandacht	wiktionary
MEGAJOULE	9	28026	Eenheid voor energie	wiktionary
ONGEVERFD	9	28027	Zonder dat er verf	wiktionary
ONGEVORMD	9	28028	Nog niet volgroeid	wiktionary
OXIDATIEF	9	28029	Betrekking hebbend	wiktionary
PLURIFORM	9	28030	Meerdere betekenissen	wiktionary
PRIJSINDEX	9	28031	Cijfer	wiktionary
SLIBDEPOT	9	28032	Plaats	wiktionary
SOEPKETEL	9	28033	Grote ketel	wiktionary
SOUNDBITE	9	28034	Markant citaat	wiktionary
SPOTTERNIJ	9	28035	Kritische	wiktionary
STUWADOOR	9	28036	Enz	wiktionary
TOTAALSOM	9	28037	Eindbedrag	wiktionary
TOVERDOOS	9	28038	Voorwerp	wiktionary
TOVERHOED	9	28039	Meestal in de vorm	wiktionary
UITDOVING	9	28040	Uitgaan van een vuur	wiktionary
URNENMUUR	9	28041	Muur met bergplaatsen	wiktionary
VERWAAIEN	9	28042	Door de wind	wiktionary
VOUWSTOEL	9	28043	Inklapbare stoel	wiktionary
WIJKSCHOOL	9	28044	School	wiktionary
WOONRECHT	9	28045	Officiele toestemming	wiktionary
AMANUENSIS	10	28046	Is een assistent	wiktionary
BIJEENRAPEN	10	28047	Verzamelen	wiktionary
DUBBELPION	10	28048	Twee pionnen	wiktionary
FIFTYFIFTY	10	28049	Half-om-half	wiktionary
FILMEDITIE	10	28050	Uitgave van een drukwerk	wiktionary
HELLEBAARD	10	28051	Antiek wapen bestaande	wiktionary
KAUWGOMBAL	10	28052	Snoep bestaande	wiktionary
KERSTPLAAT	10	28053	Afbeelding	wiktionary
KLEEFKRUID	10	28054	Plant	wiktionary
LOODGORDEL	10	28055	Gordel bedoeld	wiktionary
NOODDIENST	10	28056	Wat zonder eigen keus	wiktionary
ONPEILBAAR	10	28057	Niet mogelijk	wiktionary
OPLAADBAAR	10	28058	Weer opnieuw te laden	wiktionary
OVERSNIJDEN	10	28059	Helemaal	wiktionary
PEUTERKLAS	10	28060	Klas met veel spel	wiktionary
REKKELIJKEN	10	28061	Mensen	wiktionary
SEMINARIST	10	28062	Student	wiktionary
VERBLUFFEN	10	28063	Verstomd doen staan	wiktionary
WINDPOKKEN	10	28064	Infectueuse kinderziekte	wiktionary
BASCULEBRUG	11	28065	Brug die open klapt	wiktionary
DRANKWINKEL	11	28066	Winkel	wiktionary
FUSIESCHOOL	11	28067	School ontstaan	wiktionary
HOMEJACKING	11	28068	Stelen van een auto	wiktionary
INTERSECTIE	11	28069	Verzameling	wiktionary
KATOENPLANT	11	28070	Plant	wiktionary
KERSENTAART	11	28071	Taart	wiktionary
MOTORKOPPEL	11	28072	Koppel	wiktionary
SCHORSENEER	11	28073	Scorzonera	wiktionary
SUIKERTANTE	11	28074	Rijke tante	wiktionary
TESTIMONIUM	11	28075	Getuigenis	wiktionary
VERWIJSBRIEF	11	28076	Brief	wiktionary
BOERENKINKEL	12	28077	Lomperd	wiktionary
BRAAMSLUIPER	12	28078	Sylvia curruca	wiktionary
BRUIDSVLUCHT	12	28079	Uitvliegen	wiktionary
CASSETTEBAND	12	28080	Magneetband	wiktionary
DELINQUENTIE	12	28081	Plegen van een misdaad	wiktionary
DROEFGEESTIG	12	28082	Trieste stemming	wiktionary
KERSTMAALTIJD	12	28083	Maaltijd	wiktionary
LARYNGOSCOOP	12	28084	Metalen instrument	wiktionary
OBJECTIVISME	12	28085	Streven	wiktionary
SUBPROGRAMMA	12	28086	Kleiner onderdeel	wiktionary
TWAALFUURTJE	12	28087	Middageten	wiktionary
VIERBAANSWEG	12	28088	Verkeersweg	wiktionary
WEDERVERKOOP	12	28089	Inkoop van waren	wiktionary
WILGENROOSJE	12	28090	Plant met roze bloemen	wiktionary
JAMBE	5	28091	Versvoet	wiktionary
NEGUS	5	28092	Titel	wiktionary
APLOMB	6	28093	Loodrecht	wiktionary
CINEAC	6	28094	Bioscoop	wiktionary
JOLLEN	6	28095	Kreunend geluid maken	wiktionary
SKIPAK	6	28096	Strak	wiktionary
SNEVEN	6	28097	In de strijd vallen	wiktionary
VLAKAF	6	28098	Zonder omwegen	wiktionary
ZIJGANG	6	28099	Aftakking	wiktionary
GESTEUN	7	28100	Voortdurend klagend	wiktionary
GILLING	7	28101	Schuin afgesneden	wiktionary
INTEREN	7	28102	Zoveel	wiktionary
KIJKBUIS	7	28103	Televisie	wiktionary
OPSCHIK	7	28104	Tooi	wiktionary
PRESSEN	7	28105	Met kracht samendrukken	wiktionary
REMDRUK	7	28106	Druk in de leidingen	wiktionary
SPEKNEK	7	28107	Stevige dikke nek	wiktionary
TABBERD	7	28108	Lange wijde mantel	wiktionary
ZEENIMF	7	28109	Waternimf	wiktionary
ZEGELEN	7	28110	Enz	wiktionary
AFTAKKEN	8	28111	Zich afsplitsen	wiktionary
CLINICUS	8	28112	Behandelend geneesheer	wiktionary
GEESTRIJK	8	28113	Veel alcohol bevattende	wiktionary
INVANGEN	8	28114	Iets dat vrij was	wiktionary
KOLENHOK	8	28115	Donkere vuile ruimte	wiktionary
KRENKING	8	28116	Daad of uitlating	wiktionary
MIERZOET	8	28117	Heel erg zoet	wiktionary
MONSTRUM	8	28118	Mirakel	wiktionary
PAALWERK	8	28119	Omheining van palen	wiktionary
TREFKANS	8	28120	Kans om te raken	wiktionary
WORMWIEL	8	28121	Tandwiel	wiktionary
BALGEVOEL	9	28122	Hoe bedreven	wiktionary
BENEVELEN	9	28123	Uitschakelen	wiktionary
BOMBARDON	9	28124	Tuba die doorgaans	wiktionary
ETHOLOGIE	9	28125	Wetenschap	wiktionary
HOOFDLAMP	9	28126	Lamp die men met een band	wiktionary
INGROEIEN	9	28127	Door groeien	wiktionary
INLOSSING	9	28128	Nakomen	wiktionary
KAARTCLUB	9	28129	Vereniging	wiktionary
KALKWATER	9	28130	Melkachtig mengsel	wiktionary
MATGLAZEN	9	28131	Van glas	wiktionary
OPLEPELEN	9	28132	Op een vlotte	wiktionary
SMARTSHOP	9	28133	Winkel	wiktionary
THUISLOOS	9	28134	Zonder vaste woon-	wiktionary
VOLONTAIR	9	28135	Vrijwilliger	wiktionary
WEEKLACHT	9	28136	Uiting van pijn	wiktionary
ZWEMVLIES	9	28137	Huidplooi	wiktionary
CEMENTEREN	10	28138	Metaal gloeien	wiktionary
DRUGSSCENE	10	28139	Milieu	wiktionary
INHULDIGEN	10	28140	Enz	wiktionary
INSCHEUREN	10	28141	Scheuren van de rand	wiktionary
KAALVRETEN	10	28142	Door vraat	wiktionary
LENTEMAAND	10	28143	Derde	wiktionary
ORDINANTIE	10	28144	Bevel	wiktionary
REISWERELD	10	28145	Alles en iedereen	wiktionary
STADSLICHT	10	28146	Verlichting	wiktionary
VERSTERVEN	10	28147	Ten gevolge	wiktionary
WEDERWOORD	10	28148	Weerwoord	wiktionary
WOORDBREUK	10	28149	Niet nakomen	wiktionary
BOEKBINDERIJ	11	28150	Bedrijf dat zich toelegt	wiktionary
FONKELNIEUW	11	28151	Zeer nieuw	wiktionary
INTESTINAAL	11	28152	Met betrekking	wiktionary
OPRUIMACTIE	11	28153	Geheel	wiktionary
VERKEERSWET	11	28154	Wet die de regelgeving	wiktionary
VLEESHOUWER	11	28155	Iemand die vee slacht	wiktionary
VLEUGELMOER	11	28156	Moer die je makkelijk	wiktionary
WAPENDRACHT	11	28157	Hebben en dragen	wiktionary
WATERCLOSET	11	28158	Toiletpot	wiktionary
WATERJUFFER	11	28159	Dier dat behoort	wiktionary
WILDPLASSER	11	28160	Iemand die urineert	wiktionary
ZEEMANSLIED	11	28161	Volksmuziek ontstaan	wiktionary
ZOMERTALING	11	28162	Kleine soort eend	wiktionary
AGGLUTINATIE	12	28163	Uitbreiding	wiktionary
ATOOMTHEORIE	12	28164	Leer die aanneemt	wiktionary
BELEIDSKADER	12	28165	Gebied	wiktionary
FILEPARKEREN	12	28166	Auto parkeren	wiktionary
GELOOFSBRIEF	12	28167	Schriftelijk bewijsstuk	wiktionary
RECHTSBEGRIP	12	28168	Begrip	wiktionary
ASPIC	5	28169	Vlees-	wiktionary
FLEER	5	28170	Krachtig slag	wiktionary
IJSWIJN	5	28171	Zoete geurige wijn	wiktionary
KURAS	5	28172	Rugstuk of borststuk	wiktionary
REKEL	5	28173	Deugniet	wiktionary
AEROOB	6	28174	Zuurstof behoevend	wiktionary
DREVEL	6	28175	Stalen pen	wiktionary
FONEEM	6	28176	Term uit de fonologie	wiktionary
GELOBD	6	28177	Met diepe insnijdingen	wiktionary
HOLPIJP	6	28178	Stem van een orgel	wiktionary
ISTMUS	6	28179	Smalle strook land	wiktionary
MORENE	6	28180	Opeenhoping van bergpuin	wiktionary
PATSEN	6	28181	Zich gedragen	wiktionary
PAVANE	6	28182	Oude	wiktionary
PINNIG	6	28183	Bazig en bits vooral	wiktionary
SERAIL	6	28184	Paleis	wiktionary
SPIETS	6	28185	Lange houten staak	wiktionary
BOOMKOR	7	28186	Visnet	wiktionary
DAKLUIK	7	28187	Valluik	wiktionary
DENTIST	7	28188	Tandarts	wiktionary
DESWEGE	7	28189	Om die reden	wiktionary
DOUCEUR	7	28190	Klein financieel	wiktionary
FERMENT	7	28191	Aanzet	wiktionary
FOTOLAB	7	28192	Ruimte of bedrijf	wiktionary
HANDBIJL	7	28193	Klein soort bijl	wiktionary
INKOKEN	7	28194	Door verdamping	wiktionary
KARDOEN	7	28195	Distel	wiktionary
KLIKKER	7	28196	Apparaat	wiktionary
LEESKOP	7	28197	Kop in een bandrecorder	wiktionary
MUTISME	7	28198	Onvermogen	wiktionary
NOODWEG	7	28199	Tijdelijke weg	wiktionary
PIKHAAK	7	28200	Haak op een stok	wiktionary
RELMUIS	7	28201	Grootste slaapmuis	wiktionary
SNIJMAIS	7	28202	Geteeld	wiktionary
TJIRPEN	7	28203	Geluid dat krekels	wiktionary
UNITAIR	7	28204	Gevestigd op	wiktionary
VALBRUG	7	28205	Beweegbare brug	wiktionary
VERVERIJ	7	28206	Plaats	wiktionary
WIJKPOST	7	28207	Vestiging	wiktionary
AGENESIE	8	28208	Achterwege blijven	wiktionary
BEDAKING	8	28209	Dak van een gebouw	wiktionary
BUSKAART	8	28210	Landkaart	wiktionary
CINEASTE	8	28211	Maakster van films	wiktionary
CLOWNESK	8	28212	Als	wiktionary
FOTOGRAM	8	28213	Afbeelding	wiktionary
GASDICHT	8	28214	Geen gas doorlatend	wiktionary
GESCHREI	8	28215	Aanhoudend huilen	wiktionary
IMMANENT	8	28216	In zichzelf besloten	wiktionary
MISOOGST	8	28217	Slechte opbrengst	wiktionary
NOODSEIN	8	28218	Teken dat men geeft	wiktionary
ONDERPUI	8	28219	Gevel	wiktionary
OPROERIG	8	28220	Opstandig	wiktionary
ORGELPIJP	8	28221	Karstpijp	wiktionary
PIERLALA	8	28222	Lange slungel	wiktionary
POFBROEK	8	28223	Kniebroek	wiktionary
ROEIBOND	8	28224	Vereniging	wiktionary
SCHATTER	8	28225	Getal	wiktionary
SPELPEIL	8	28226	Kwaliteit	wiktionary
SPOOKUUR	8	28227	Uur na middernacht	wiktionary
STIKWERK	8	28228	Werkstuk dat is gemaakt	wiktionary
STOUTERD	8	28229	Ondeugend	wiktionary
TEGENEIS	8	28230	Eis die men indient	wiktionary
TIJDSZONE	8	28231	Gebied op aarde	wiktionary
UITWONEN	8	28232	Niet intern verblijven	wiktionary
VEELVLAK	8	28233	Ruimtelijk object	wiktionary
WINDVEER	8	28234	Plank langs de dakrand	wiktionary
ZANDKUIL	8	28235	Gat gegraven	wiktionary
AFSPUITEN	9	28236	Door spuiten reinigen	wiktionary
BILOCATIE	9	28237	Aanwezigheid	wiktionary
BORSTSTEM	9	28238	Manier van zingen	wiktionary
BRASPARTIJ	9	28239	Te overdadig feestmaal	wiktionary
BROODROOF	9	28240	Ontnemen	wiktionary
CUPFINALE	9	28241	Bekerfinale	wiktionary
DRIEFASIG	9	28242	Van wisselstroom	wiktionary
GESNUFFEL	9	28243	Heimelijk speuren	wiktionary
GLOBALIST	9	28244	Iemand die streeft	wiktionary
INSTINKER	9	28245	Vraag	wiktionary
LEVENSSAP	9	28246	Vloeistoffen die horen	wiktionary
LOOPTEMPO	9	28247	Snelheid waarmee men	wiktionary
MENTORUUR	9	28248	Lesuur	wiktionary
MOORDKUIL	9	28249	Soort net	wiktionary
ONBEZIELD	9	28250	Zonder geest	wiktionary
ONDERZEES	9	28251	Helemaal	wiktionary
OPKLARING	9	28252	Wegtrekken	wiktionary
PRECIEZEN	9	28253	Mensen	wiktionary
PROTSERIG	9	28254	Teveel van het goede	wiktionary
STEGGELEN	9	28255	Elkander steken	wiktionary
STEREOSET	9	28256	Verzameling	wiktionary
SUPERIDEE	9	28257	Heel goed plan	wiktionary
TRIFOLIUM	9	28258	Klaver	wiktionary
VERJAGING	9	28259	Met kracht	wiktionary
WEGMAAIEN	9	28260	Door maaien verwijderen	wiktionary
AANKOOPSOM	10	28261	Geldbedrag	wiktionary
AANSTRIJKEN	10	28262	Langs iets strijken	wiktionary
BEDRIJFSTIJD	10	28263	Tijd dat iets echt	wiktionary
BELLETTRIE	10	28264	Literatuur	wiktionary
BLOEDELOOS	10	28265	Zonder temperament	wiktionary
BOSAARDBEI	10	28266	Wilde aardbei	wiktionary
DOODSDRIFT	10	28267	Innerlijke dwang	wiktionary
IJZERWINKEL	10	28268	Winkel	wiktionary
INFECTIEUS	10	28269	Besmettelijk	wiktionary
KERSENROOD	10	28270	Zo rood	wiktionary
KERSTLUNCH	10	28271	Lunch	wiktionary
LEPRALIJDER	10	28272	Melaatse	wiktionary
LUCHTKOKER	10	28273	Koker	wiktionary
MASTERTAPE	10	28274	Magneetband	wiktionary
MEEDRINKEN	10	28275	Deelnemen	wiktionary
ONDERLIJNEN	10	28276	Streep	wiktionary
ONTBIJTSPEK	10	28277	Doorregen spek	wiktionary
OOGSTMAAND	10	28278	Achtste maand	wiktionary
RESPIRATIE	10	28279	Ademhaling	wiktionary
RIBFLUWEEL	10	28280	Katoenen	wiktionary
STAGEDIVEN	10	28281	Zich van een podium af	wiktionary
STUKGOOIEN	10	28282	Door werpen kapotmaken	wiktionary
SUIKERZOET	10	28283	Zo zoet smakend	wiktionary
TOETAKELEN	10	28284	Iemand zo mishandelen	wiktionary
UITKLOPPEN	10	28285	Door kloppen verwijderen	wiktionary
WIJWATERVAT	10	28286	Meestal aan de muur	wiktionary
WONINGRUIL	10	28287	Ruilen	wiktionary
ZACHTBOARD	10	28288	Vezelplaat	wiktionary
ZEEPPOEDER	10	28289	Detergens	wiktionary
AFSPEELBAAR	11	28290	Van een muziek-	wiktionary
GOEDGELUIMD	11	28291	In een toestand	wiktionary
HEMELOBJECT	11	28292	Object	wiktionary
KALVERMARKT	11	28293	Koop en verkoop	wiktionary
KREUKELZONE	11	28294	Deel van een apparaat	wiktionary
MASSAMEDIUM	11	28295	Technisch middel	wiktionary
MEDIAGENIEK	11	28296	Van personen dat ze	wiktionary
OBSCURITEIT	11	28297	Duisternis	wiktionary
PLOEGSCHAAR	11	28298	Metalen blad	wiktionary
POLYCHROMIE	11	28299	Beschilderen	wiktionary
RECONVENTIE	11	28300	Tegeneis die een gedaagde	wiktionary
RONDSLUIPEN	11	28301	Ergens sluipen	wiktionary
ROOKSIGNAAL	11	28302	Communicatie d	wiktionary
SCHADEGEVAL	11	28303	Gebeurtenis	wiktionary
VAKONDERWIJS	11	28304	Onderwijs in een ambacht	wiktionary
WALVISVLEES	11	28305	Vlees	wiktionary
WATERGRUWEL	11	28306	Nagerecht van gort	wiktionary
WOONVERTREK	11	28307	Kamer ingericht	wiktionary
ATOOMGEWICHT	12	28308	Massa	wiktionary
BOMENBESTAND	12	28309	Boombestand	wiktionary
BURENGERUCHT	12	28310	Lawaai	wiktionary
DUIKCOMPUTER	12	28311	Apparaat dat de tijd	wiktionary
GILDEBROEDER	12	28312	Mannelijk medelid	wiktionary
INKWARTIEREN	12	28313	Iemand	wiktionary
KANALISERING	12	28314	Rechttrekken	wiktionary
LICHTMATROOS	12	28315	Jongste	wiktionary
LOONBETALING	12	28316	Uitbetaling	wiktionary
MEDIAGEBRUIK	12	28317	Benutten van tekst	wiktionary
NEUROTOXISCH	12	28318	Giftig	wiktionary
RASSENOORLOG	12	28319	Oorlog	wiktionary
RECLAMETEKST	12	28320	Lullige kreten	wiktionary
SCHOOLDECAAN	12	28321	Leraar	wiktionary
WAPENVERKOOP	12	28322	Verkopen	wiktionary
WEERLOOSHEID	12	28323	Zwakheid	wiktionary
LUWEN	5	28324	Minder hard gaan waaien	wiktionary
OEROS	5	28325	Uitgestorven voorouder	wiktionary
GEZUIG	6	28326	Aanhoudend stofzuigen	wiktionary
WALMEN	6	28327	Roet voortbrengen	wiktionary
BIOGEEN	7	28328	Afkomstig	wiktionary
BOTEREN	7	28329	Gelukken	wiktionary
DATANET	7	28330	Netwerk	wiktionary
DEURGAT	7	28331	Opening in een muur	wiktionary
GASSTEL	7	28332	Kooktoestel zonder oven	wiktionary
GIFTAND	7	28333	Tand waarmee	wiktionary
HAARKAM	7	28334	Kam met dicht	wiktionary
KIEMCEL	7	28335	Geslachtscel	wiktionary
LAXEREN	7	28336	Behandelen	wiktionary
OORVEEG	7	28337	Klap tegen de oren	wiktionary
PARELEN	7	28338	Glinsteren	wiktionary
SKIKAMP	7	28339	Schoolreisje waarin	wiktionary
ASTRAKAN	8	28340	Wollenstof die lijk	wiktionary
CENOTAAF	8	28341	Leeg grafmonument	wiktionary
INDIKKEN	8	28342	Van een saus	wiktionary
LAADBRUG	8	28343	Brug met hijskraan	wiktionary
PIJPROKER	8	28344	Iemand die tabak rookt	wiktionary
PLANKIER	8	28345	Houten vloer gemaakt	wiktionary
PSALMIST	8	28346	Dichter	wiktionary
REUTELEN	8	28347	Rochelend ademhalen	wiktionary
VERLADER	8	28348	Partij	wiktionary
WAPENROK	8	28349	Kleding van een militair	wiktionary
WEERHAAN	8	28350	Windwijzer	wiktionary
ALTIMETER	9	28351	Hoogtemeter	wiktionary
BABBELBOX	9	28352	Chatroom op het internet	wiktionary
DAGSCHOOL	9	28353	School voor dagonderwijs	wiktionary
DEURKOZIJN	9	28354	Raamwerk	wiktionary
HUMUSLAAG	9	28355	Bovenste laag	wiktionary
KERSTDORP	9	28356	Landschap	wiktionary
KLIMTOCHT	9	28357	Wandeltoch	wiktionary
KOMIJNZAAD	9	28358	Dat men o	wiktionary
NYLONKOUS	9	28359	Dunne kous	wiktionary
RONDTOCHT	9	28360	Reis waarbij begin-	wiktionary
ROOKLUCHT	9	28361	Lucht die ruikt	wiktionary
ROOKVLEES	9	28362	Vlees	wiktionary
SCHIETING	9	28363	Receptie met een hapje	wiktionary
VRIJDENKEN	9	28364	Denken uitsluitend	wiktionary
BARCAROLLE	10	28365	Gondellied	wiktionary
EPISODISCH	10	28366	Van de aard van	wiktionary
FRANGIPANE	10	28367	Beslag op basis	wiktionary
GYMNASIAST	10	28368	Student	wiktionary
HANDGEKLAP	10	28369	Geluid maken	wiktionary
ICONOCLAST	10	28370	Beoefenaar	wiktionary
KOMPASROOS	10	28371	Cirkel	wiktionary
MONARCHIST	10	28372	Aanhanger	wiktionary
NACHTMARKT	10	28373	Markt	wiktionary
ONMANNELIJK	10	28374	Niet passend	wiktionary
SUIKERMAIS	10	28375	Is een variatie	wiktionary
TAFELMODEL	10	28376	Type apparaat	wiktionary
VOETENBANK	10	28377	Lage kruk	wiktionary
WOLFSANGEL	10	28378	Heraldisch symbool	wiktionary
AFSCHUIVING	11	28379	Geologische breuk	wiktionary
CONFIRMEREN	11	28380	Bevestigen	wiktionary
DOKTERSPOST	11	28381	Medisch centrum	wiktionary
FARMABEDRIJF	11	28382	Bedrijf actief	wiktionary
GEGRADUEERD	11	28383	Graad	wiktionary
GELEIACHTIG	11	28384	Lijkend	wiktionary
KRUISRIDDER	11	28385	Ridder	wiktionary
LUISTERSPEL	11	28386	Verhaal met tekst	wiktionary
VERGENOEGEN	11	28387	Genoegen doen	wiktionary
WINTERTENEN	11	28388	Jeukende zwelling	wiktionary
BONTGEKLEURD	12	28389	Voorzien	wiktionary
COMPUTERKAST	12	28390	Is een omhulsel	wiktionary
DOORWAADBAAR	12	28391	Geschikt	wiktionary
KLIMATOLOGIE	12	28392	Leer van de lucht-	wiktionary
KORAALEILAND	12	28393	Eiland dat geheel	wiktionary
ONVOLWAARDIG	12	28394	Van een laag sociaal	wiktionary
RAAPZAADOLIE	12	28395	Plantaardige olie	wiktionary
ZWEMBADWATER	12	28396	Water	wiktionary
CEEL	4	28397	Bewijsstuk	wiktionary
RAKU	4	28398	Dik	wiktionary
JAJEM	5	28399	Sterke drank	wiktionary
KROOT	5	28400	Rode biet	wiktionary
BERIJPT	6	28401	Bedekt	wiktionary
BUIGER	6	28402	Spier of spiergroep	wiktionary
CYPERS	6	28403	Met betrekking	wiktionary
GEKWEK	6	28404	Aanhoudend kwaken	wiktionary
NAPRET	6	28405	Plezier dat je beleeft	wiktionary
OCELOT	6	28406	Kleine katachtige	wiktionary
SONOOR	6	28407	Welklinkend	wiktionary
SULFER	6	28408	Zwavel	wiktionary
VEEJAY	6	28409	Presentator	wiktionary
WIJNZAK	6	28410	Leren zak	wiktionary
ZIEDEN	6	28411	Droogkoken	wiktionary
AFRAKEN	7	28412	Iets verlaten	wiktionary
BEBAARD	7	28413	Voorzien van een baard	wiktionary
CONFUUS	7	28414	Verward	wiktionary
EPIGRAM	7	28415	Zeer kort gedicht	wiktionary
GESNUIF	7	28416	Krachtig	wiktionary
KAOLIEN	7	28417	Erts bestaande	wiktionary
KNALPOT	7	28418	Apparaat ontworpen	wiktionary
KNOEIER	7	28419	Iemand ie liegt	wiktionary
KORJAAL	7	28420	Primitieve boot	wiktionary
MEETNET	7	28421	Groep	wiktionary
MISDOEN	7	28422	Slechte daad plegen	wiktionary
OERBRON	7	28423	Allereerste begin	wiktionary
OORARTS	7	28424	Medisch specialist	wiktionary
OPBRAAK	7	28425	Ontruiming	wiktionary
SCHREDE	7	28426	Stap	wiktionary
STIJFKOP	7	28427	Enz	wiktionary
TESTLAB	7	28428	Werkplaats	wiktionary
ZEETONG	7	28429	Solea solea	wiktionary
ZOEKTIJD	7	28430	Tijd die het vergt	wiktionary
AFDAMMEN	8	28431	Water met een dam	wiktionary
AFLOSSER	8	28432	Iemand die een taak	wiktionary
CARDIAAL	8	28433	Met betrekking	wiktionary
EINDJAAR	8	28434	Laatste jaar	wiktionary
EMITTENT	8	28435	Uitgever van aandelen	wiktionary
HANDGELD	8	28436	Geld dat de koper	wiktionary
HOMINIDE	8	28437	Menselijk	wiktionary
JACHTMES	8	28438	Groot mes	wiktionary
KEERWAND	8	28439	Steile wand	wiktionary
KREUKVRIJ	8	28440	Helemaal glad	wiktionary
LISPELEN	8	28441	Zacht	wiktionary
METWORST	8	28442	Worst gevuld	wiktionary
MONOTYPE	8	28443	Druktechniek	wiktionary
MOTORREM	8	28444	Speciaal soort rem	wiktionary
NEGENOOG	8	28445	Steenpuist omgeven	wiktionary
NESTBOUW	8	28446	Maken van een plaats	wiktionary
NETKAART	8	28447	Abonnement	wiktionary
OOGSTAND	8	28448	Richting van de ogen	wiktionary
OPKLEDEN	8	28449	Je zodanig verkleden	wiktionary
PLEEGZUS	8	28450	Dochter	wiktionary
POEDERIG	8	28451	Lijkend	wiktionary
RIJMELARIJ	8	28452	Slechte poëzie	wiktionary
SPIERBAL	8	28453	Verdikking	wiktionary
UITDUWEN	8	28454	Door duwen iets doven	wiktionary
ZAADBANK	8	28455	Zandbank	wiktionary
BEDLINNEN	9	28456	Lakens en slopen	wiktionary
BORSTELIG	9	28457	Ruigharig	wiktionary
BURENHULP	9	28458	Hulp en zorg	wiktionary
CLUBLEVEN	9	28459	Alle activiteit	wiktionary
DUIZELING	9	28460	Aanval	wiktionary
FINANCIES	9	28461	Alternatieve schrijfwijze	wiktionary
GEKLIEDER	9	28462	Aanhoudend morsen	wiktionary
GELDWAGEN	9	28463	Gepantserde wagen	wiktionary
GIFMENGER	9	28464	Iemand die voedsel	wiktionary
GRAFOLOOG	9	28465	Beoefenaar	wiktionary
HOMOLOGIE	9	28466	Belijdenis	wiktionary
HUISREGEL	9	28467	Bedrijf	wiktionary
IDEALISTE	9	28468	Vrouw	wiktionary
